Date,Open,High,Low,Close,Adj Close,Volume
2019-05-28,1277.699951,1282.449951,1275.000000,1278.949951,1219.002563,35010
2019-05-29,1285.000000,1285.000000,1270.099976,1277.099976,1217.239258,15740
2019-05-30,1276.400024,1279.699951,1260.400024,1269.849976,1210.329102,15979
2019-05-31,1271.000000,1273.400024,1262.000000,1265.000000,1205.706421,9638
2019-06-03,1272.250000,1279.949951,1264.449951,1273.949951,1214.236816,10978
2019-06-04,1272.300049,1278.800049,1265.599976,1270.000000,1210.472168,23231
2019-06-06,1270.050049,1272.050049,1260.250000,1269.900024,1210.376831,11911
2019-06-07,1275.000000,1280.000000,1259.150024,1276.750000,1216.905762,15727
2019-06-10,1275.000000,1275.000000,1258.000000,1270.150024,1210.614990,21679
2019-06-11,1269.500000,1270.000000,1264.000000,1269.900024,1210.376831,12710
2019-06-12,1265.849976,1270.000000,1263.400024,1265.650024,1206.325928,12833
2019-06-13,1268.000000,1268.800049,1252.000000,1258.099976,1199.129761,17923
2019-06-14,1251.099976,1270.000000,1251.000000,1263.050049,1203.847900,18472
2019-06-17,1256.000000,1264.199951,1251.000000,1257.849976,1198.891479,9528
2019-06-18,1259.550049,1259.550049,1247.000000,1252.849976,1194.125854,15647
2019-06-19,1258.699951,1258.699951,1236.699951,1245.650024,1187.263428,13670
2019-06-20,1251.699951,1251.699951,1234.949951,1249.699951,1191.123413,13641
2019-06-21,1233.000000,1250.000000,1225.000000,1228.300049,1170.726685,29307
2019-06-24,1240.000000,1240.000000,1228.099976,1229.849976,1172.203979,13786
2019-06-25,1225.500000,1233.550049,1225.099976,1227.199951,1169.678223,38779
2019-06-26,1238.400024,1238.400024,1215.000000,1220.000000,1162.815674,28328
2019-06-27,1225.000000,1225.000000,1215.650024,1219.199951,1162.053101,14915
2019-06-28,1215.000000,1220.000000,1198.000000,1199.949951,1143.705566,30953
2019-07-01,1200.050049,1204.250000,1183.000000,1188.000000,1132.315552,21953
2019-07-02,1190.000000,1220.000000,1185.099976,1187.650024,1131.981934,18570
2019-07-03,1196.949951,1203.949951,1179.449951,1184.300049,1128.789185,18899
2019-07-04,1187.949951,1197.849976,1177.000000,1185.000000,1129.456177,26376
2019-07-05,1182.000000,1190.000000,1175.000000,1181.349976,1125.977295,20507
2019-07-08,1179.699951,1189.000000,1171.000000,1180.199951,1124.881104,18322
2019-07-09,1176.150024,1179.949951,1160.800049,1167.050049,1112.347778,35821
2019-07-10,1170.000000,1171.750000,1150.050049,1165.800049,1111.156250,26185
2019-07-11,1155.800049,1155.800049,1138.000000,1140.050049,1105.580078,28947
2019-07-12,1135.099976,1157.900024,1130.000000,1149.699951,1134.846924,19322
2019-07-15,1149.949951,1212.000000,1147.000000,1186.349976,1171.023438,34919
2019-07-16,1140.199951,1187.000000,1140.199951,1176.599976,1161.399414,22183
2019-07-17,1187.000000,1200.699951,1170.050049,1184.300049,1169.000000,18989
2019-07-18,1184.550049,1193.000000,1166.000000,1170.500000,1155.378174,11559
2019-07-19,1176.900024,1181.949951,1154.000000,1173.949951,1158.783569,10282
2019-07-22,1172.800049,1214.400024,1154.000000,1187.250000,1171.911865,73623
2019-07-23,1200.000000,1210.000000,1187.300049,1200.849976,1185.336060,55269
2019-07-24,1200.849976,1207.400024,1184.000000,1199.849976,1184.348999,26743
2019-07-25,1199.000000,1201.150024,1187.099976,1198.949951,1183.460693,15764
2019-07-26,1197.000000,1211.000000,1190.000000,1201.400024,1185.879028,16382
2019-07-29,1201.050049,1207.400024,1189.300049,1197.300049,1181.832031,13693
2019-07-30,1195.449951,1203.949951,1190.000000,1197.750000,1182.276245,24197
2019-07-31,1190.150024,1212.000000,1175.500000,1207.349976,1191.752197,35394
2019-08-01,1198.250000,1203.949951,1188.050049,1194.599976,1179.166870,16296
2019-08-02,1193.949951,1199.900024,1180.050049,1197.949951,1182.473511,13814
2019-08-05,1194.000000,1200.000000,1181.000000,1198.449951,1182.967041,18787
2019-08-06,1197.900024,1215.000000,1190.099976,1208.000000,1192.393799,22269
2019-08-07,1201.050049,1215.000000,1196.050049,1211.300049,1195.651123,14710
2019-08-08,1210.000000,1212.349976,1198.000000,1204.599976,1189.037720,20443
2019-08-09,1201.199951,1214.599976,1195.050049,1209.050049,1193.430298,19851
2019-08-13,1217.000000,1217.000000,1200.099976,1203.300049,1187.754517,37223
2019-08-14,1200.800049,1212.000000,1196.099976,1208.400024,1192.788574,66804
2019-08-16,1208.000000,1218.750000,1196.000000,1213.250000,1197.575928,61631
2019-08-19,1219.000000,1219.250000,1205.550049,1210.699951,1195.058838,57637
2019-08-20,1206.599976,1210.949951,1203.599976,1207.199951,1191.604004,50289
2019-08-21,1207.199951,1248.000000,1199.199951,1210.849976,1195.206909,31459
2019-08-22,1210.000000,1219.000000,1197.599976,1205.150024,1189.580566,34312
2019-08-23,1205.000000,1217.650024,1196.000000,1210.500000,1194.861450,28720
2019-08-26,1216.199951,1218.000000,1200.050049,1206.949951,1191.357300,25447
2019-08-27,1211.900024,1211.900024,1192.550049,1198.750000,1183.263306,56420
2019-08-28,1202.599976,1207.000000,1193.949951,1201.699951,1186.175049,21171
2019-08-29,1196.199951,1200.550049,1185.050049,1192.250000,1176.847290,18419
2019-08-30,1193.500000,1222.000000,1190.000000,1215.199951,1199.500732,62058
2019-09-03,1225.000000,1247.000000,1219.000000,1239.050049,1223.042725,61509
2019-09-04,1240.000000,1262.000000,1232.449951,1251.300049,1235.134399,41381
2019-09-05,1254.699951,1259.000000,1241.449951,1251.900024,1235.726685,21053
2019-09-06,1250.199951,1287.849976,1250.199951,1278.349976,1261.834839,40944
2019-09-09,1280.000000,1366.000000,1280.000000,1329.050049,1311.880005,431129
2019-09-11,1334.150024,1400.000000,1334.150024,1383.449951,1365.577026,172436
2019-09-12,1390.000000,1403.050049,1362.099976,1375.800049,1358.026001,31626
2019-09-13,1380.050049,1386.000000,1352.099976,1362.699951,1345.095093,21691
2019-09-16,1362.699951,1399.400024,1354.000000,1385.250000,1367.353882,72937
2019-09-17,1385.250000,1406.449951,1361.000000,1364.550049,1346.921387,50446
2019-09-18,1366.000000,1414.000000,1355.000000,1409.449951,1391.241211,84862
2019-09-19,1419.699951,1424.949951,1380.099976,1395.599976,1377.570068,57231
2019-09-20,1381.000000,1423.000000,1366.800049,1384.199951,1366.317383,141731
2019-09-23,1398.449951,1468.000000,1386.550049,1459.400024,1440.545898,270792
2019-09-24,1462.000000,1473.000000,1428.000000,1466.099976,1447.159302,48886
2019-09-25,1458.500000,1466.000000,1430.000000,1436.099976,1417.546875,35070
2019-09-26,1416.099976,1428.000000,1375.250000,1419.500000,1401.161377,87341
2019-09-27,1410.800049,1418.000000,1382.199951,1401.949951,1383.838013,52125
2019-09-30,1400.000000,1404.949951,1370.400024,1389.449951,1371.499512,35000
2019-10-01,1394.449951,1404.300049,1375.000000,1380.449951,1362.615845,19258
2019-10-03,1375.000000,1389.849976,1365.050049,1375.099976,1357.334961,25371
2019-10-04,1376.900024,1385.900024,1340.000000,1343.750000,1326.390015,28970
2019-10-07,1348.949951,1349.400024,1310.099976,1341.650024,1324.317139,26183
2019-10-09,1348.000000,1365.000000,1335.000000,1359.349976,1341.788452,47967
2019-10-10,1359.449951,1389.000000,1355.000000,1370.849976,1353.139893,35810
2019-10-11,1361.000000,1383.500000,1350.000000,1361.949951,1344.354858,32731
2019-10-14,1361.099976,1410.699951,1358.150024,1396.050049,1378.014404,27954
2019-10-15,1399.800049,1445.449951,1398.099976,1433.150024,1414.635010,43272
2019-10-16,1424.099976,1445.900024,1408.150024,1429.199951,1410.735962,25468
2019-10-17,1432.000000,1448.900024,1419.949951,1440.099976,1421.495239,33508
2019-10-18,1446.000000,1468.949951,1433.000000,1438.699951,1420.113281,36237
2019-10-22,1438.699951,1504.000000,1426.250000,1481.199951,1462.064209,115109
2019-10-23,1500.000000,1534.349976,1471.050049,1488.550049,1469.319336,81069
2019-10-24,1492.300049,1513.750000,1458.949951,1479.550049,1460.435669,30497
2019-10-25,1479.000000,1535.000000,1474.449951,1516.650024,1497.056274,42785
2019-10-27,null,null,null,null,null,null
2019-10-29,1562.000000,1614.000000,1552.000000,1594.300049,1573.703125,64700
2019-10-30,1609.000000,1625.000000,1574.900024,1599.050049,1578.391846,55638
2019-10-31,1612.699951,1703.650024,1601.699951,1662.900024,1641.416870,107202
2019-11-01,1661.199951,1699.000000,1650.050049,1671.750000,1650.152588,50289
2019-11-04,1670.000000,1693.000000,1641.199951,1650.800049,1629.473267,33393
2019-11-05,1657.849976,1669.750000,1601.199951,1621.949951,1600.995850,61682
2019-11-06,1619.800049,1640.000000,1604.000000,1616.199951,1595.320190,45067
2019-11-07,1618.000000,1636.900024,1601.000000,1620.650024,1599.712769,38537
2019-11-08,1622.599976,1644.000000,1592.050049,1612.099976,1591.273193,55396
2019-11-11,1623.949951,1638.849976,1598.599976,1620.000000,1599.071167,38813
2019-11-13,1621.000000,1634.949951,1591.199951,1604.800049,1584.067505,40954
2019-11-14,1607.000000,1615.000000,1590.000000,1601.250000,1580.563354,39755
2019-11-15,1600.000000,1610.000000,1595.199951,1606.199951,1585.449341,44288
2019-11-18,1600.000000,1635.000000,1595.000000,1628.400024,1607.362671,50654
2019-11-19,1635.000000,1670.300049,1626.099976,1639.849976,1618.664673,58324
